Geneid	Length
Ng05700	7746
Ng05701	438
Ng05702	1788
Ng05703	912
Ng05704	1901
Ng05705	732
Ng05706	423
Ng05707	1331
Ng05708	360
Ng05709	582
Ng05710	2359
Ng05711	1027
Ng05712	1773
Ng05713	1562
Ng05714	3708
Ng05715	2289
Ng05716	1545
Ng05717	1344
Ng05718	183
Ng05719	774
Ng05720	1199
Ng05721	2088
Ng05722	2215
Ng05723	2325
Ng05724	7032
Ng05725	276
Ng05726	546
Ng05727	777
Ng05728	1116
Ng05729	1264
Ng05730	1391
Ng05731	918
Ng05732	3480
Ng05733	666
Ng05734	951
Ng05735	2346
Ng05736	1509
Ng05737	3039
Ng05738	1272
Ng05739	1895
Ng05740	1026
Ng05741	960
Ng05742	294
Ng05743	1260
Ng05744	1562
Ng05745	2061
Ng05746	402
Ng05747	1002
Ng05748	1539
Ng05749	3081
Ng05750	1983
Ng05751	2172
Ng05752	240
Ng05753	1461
Ng05754	525
Ng05755	1707
Ng05756	2180
Ng05757	777
Ng05758	2037
Ng05759	1551
Ng05760	1908
Ng05761	2495
Ng05762	555
Ng05763	291
Ng05764	1233
Ng05765	2355
Ng05766	993
Ng05767	330
Ng05768	663
Ng05769	204
Ng05770	1182
Ng05771	1733
Ng05772	562
Ng05773	777
Ng05774	1311
Ng05775	7101
Ng05776	1476
Ng05777	1047
Ng05778	459
Ng05779	819
Ng05780	507
Ng05781	819
Ng05782	1752
Ng05783	711
Ng05784	910
Ng05785	936
Ng05786	1795
Ng05787	816
Ng05788	2163
Ng05789	264
Ng05790	930
Ng05791	2079
Ng05792	1992
Ng05793	519
Ng05794	810
Ng05795	321
Ng05796	960
Ng05797	606
Ng05798	1533
Ng05799	1521
Ng05800	432
Ng05801	1539
Ng05802	345
Ng05803	2920
Ng05804	1796
Ng05805	342
Ng05806	846
Ng05807	648
Ng05808	387
Ng05809	348
Ng05810	210
Ng05811	1515
Ng05812	975
Ng05813	186
Ng05814	1747
Ng05815	249
Ng05816	1050
Ng05817	576
Ng05818	1233
Ng05819	1331
Ng05820	471
Ng05821	540
Ng05822	2475
Ng05823	180
Ng05824	2149
Ng05825	2319
Ng05826	660
Ng05827	480
Ng05828	4218
Ng05829	348
Ng05830	920
Ng05831	204
Ng05832	780
Ng05833	809
Ng05834	3642
Ng05835	1105
Ng05836	1404
Ng05837	342
Ng05838	1485
Ng05839	1453
Ng05840	537
Ng05841	2772
Ng05842	372
Ng05843	1017
Ng05844	282
Ng05845	606
Ng05846	594
Ng05847	348
Ng05848	462
Ng05849	2261
Ng05850	1354
Ng05851	1776
Ng05852	2460
Ng05853	219
Ng05854	570
Ng05855	273
Ng05856	1570
Ng05857	1509
Ng05858	1031
Ng05859	1872
Ng05860	654
Ng05861	345
Ng05862	999
Ng07019	721
Ng07020	222
Ng07021	966
Ng07022	1500
Ng07023	459
Ng07024	1583
Ng07025	2483
Ng07026	1041
Ng07027	540
Ng07028	723
Ng07029	1990
Ng07030	1218
Ng07031	948
Ng07032	246
Ng07033	1449
Ng07034	1140
Ng07035	522
Ng07036	606
Ng07037	909
Ng07038	570
Ng07039	336
Ng07040	1012
Ng07041	5625
Ng07042	1524
Ng07043	2487
Ng07044	1836
Ng07045	2390
Ng07046	1296
Ng07047	2519
Ng07048	630
Ng07049	9738
Ng07050	20691
Ng07051	6735
Ng07052	12573
Ng07053	189
Ng07054	615
Ng07055	261
Ng07056	243
Ng07057	561
Ng07058	483
Ng07059	1299
Ng07060	264
Ng07061	903
Ng07062	714
Ng07063	1029
Ng07064	1764
Ng07065	864
Ng07066	1640
Ng07067	660
Ng07068	219
Ng07069	544
Ng07070	657
Ng07071	582
Ng07072	5835
Ng07073	996
Ng07074	441
Ng07075	1725
Ng07076	1614
Ng07077	513
Ng07078	990
Ng07079	1452
Ng07080	661
Ng07081	1710
Ng07082	1016
Ng07083	1146
Ng07084	905
Ng07085	1413
Ng07086	822
Ng07087	1405
Ng07088	2682
Ng07089	1608
Ng07090	1215
Ng07091	1429
Ng07092	1920
Ng07093	1957
Ng07094	600
Ng07095	195
Ng07096	1353
Ng07097	1740
Ng07098	5556
Ng07099	210
Ng07100	366
Ng07101	2987
Ng07102	792
Ng07103	903
Ng07104	1755
Ng07105	366
Ng07106	5451
Ng07107	1260
Ng07108	2931
Ng07109	231
Ng07110	2997
Ng07111	1527
Ng07112	1311
Ng07113	399
Ng07114	1953
Ng07115	3384
Ng07116	375
Ng07117	1878
Ng07118	1275
Ng07119	360
Ng07120	3286
Ng07121	2214
Ng07122	2279
Ng07123	3227
Ng07124	1095
Ng07125	771
Ng07126	795
Ng07127	1860
Ng07128	1787
Ng07129	711
Ng07130	1060
Ng07131	1197
Ng07132	1857
Ng07133	621
Ng07134	1119
Ng07135	231
Ng07136	2184
Ng07137	405
Ng07138	396
Ng07139	2110
Ng07140	321
Ng07141	884
Ng07142	651
Ng07143	600
Ng07144	1638
Ng07145	330
Ng07146	514
Ng07147	411
Ng07148	237
Ng07149	312
Ng07150	6846
Ng07151	276
Ng07152	255
Ng07153	1965
Ng07154	333
Ng07155	1767
Ng07156	1239
Ng07157	2317
Ng07158	3945
Ng07159	1203
Ng07160	1388
Ng07161	216
Ng07162	1548
Ng07163	805
Ng07164	2653
Ng07165	1117
Ng07166	2358
Ng07167	2725
Ng07168	2019
Ng07169	2145
Ng07170	3480
Ng07171	3276
Ng07172	3486
Ng07173	183
Ng07174	1163
Ng07175	1127
Ng07176	1640
Ng07177	1068
Ng07178	751
Ng07179	1053
Ng07180	1782
Ng07181	492
Ng07182	1224
Ng07183	2124
Ng07184	867
Ng07185	1668
Ng07186	228
Ng07187	1386
Ng07188	2240
Ng07189	1524
Ng07190	993
Ng07191	312
Ng07192	885
Ng07193	1119
Ng07194	954
Ng07195	1572
Ng07196	1911
Ng07197	1113
Ng07198	909
Ng07199	1175
Ng07200	1995
Ng07201	2769
Ng07202	3120
Ng07203	618
Ng07204	2988
Ng07205	3174
Ng07206	2829
Ng07207	1788
Ng07208	600
Ng07209	4116
Ng07210	882
Ng07211	4081
Ng07212	882
Ng07213	4116
Ng07214	882
Ng07215	3225
Ng07216	2478
Ng07217	1728
Ng07218	2117
Ng07219	1903
Ng07220	483
Ng07221	2169
Ng07222	414
Ng07223	1728
Ng07224	396
Ng07225	1242
Ng07226	1236
Ng07227	721
Ng07228	1461
Ng07229	3243
Ng07230	432
Ng07231	2172
Ng07232	315
Ng07233	183
Ng07234	702
Ng07235	1341
Ng07236	348
Ng07237	1052
Ng07238	864
Ng07239	270
Ng07240	1494
Ng07241	552
Ng07242	1707
Ng07243	916
Ng07244	1704
Ng07245	1164
Ng07246	2273
Ng07247	3312
Ng07248	354
Ng07249	1206
Ng07250	1575
Ng07251	1375
Ng07252	2066
Ng07253	1026
Ng07254	1332
Ng07255	696
Ng07256	222
Ng07257	4617
Ng07258	891
Ng07259	978
Ng07260	726
Ng07261	2408
Ng07262	984
Ng07263	945
Ng07264	2193
Ng07265	2144
Ng07266	1272
Ng07267	2122
Ng07268	1587
Ng07269	2199
Ng07270	324
Ng07271	1875
Ng07272	5358
Ng07273	1329
Ng07274	1535
Ng07275	1083
Ng07276	8229
Ng07277	771
Ng07278	186
Ng07279	891
Ng07280	1875
Ng07281	1713
Ng07282	258
Ng07283	1173
Ng07284	1740
Ng07285	423
Ng07286	8554
Ng07287	297
Ng07288	840
Ng07289	960
Ng07290	870
Ng07291	1534
Ng07292	1290
Ng07293	1578
Ng07294	1011
Ng07295	528
Ng07296	867
Ng07297	738
Ng07298	962
Ng07299	2085
Ng07300	1629
Ng07301	14280
Ng07302	189
Ng07303	243
Ng07304	504
Ng07305	1431
Ng07306	2871
Ng07307	318
Ng07308	1646
Ng07309	663
Ng07310	408
Ng07311	2004
Ng07312	2324
Ng07313	1305
Ng07314	1599
Ng07315	249
Ng07316	1600
Ng07317	927
Ng07318	1185
Ng07319	276
Ng07320	1326
Ng07321	474
Ng07322	979
Ng07323	405
Ng07324	243
Ng07325	582
Ng07326	1500
Ng07327	552
Ng07328	612
Ng07329	986
Ng07330	189
Ng07331	924
Ng07332	2740
Ng07333	549
Ng07334	804
Ng07335	1077
Ng07336	1458
Ng07337	1365
Ng07338	2498
Ng07339	231
Ng07340	756
Ng07341	1411
Ng07342	1299
Ng07343	306
Ng07344	672
Ng07345	684
Ng07346	1125
Ng07347	1640
Ng07348	585
Ng07349	276
Ng07350	465
Ng07351	393
Ng07352	1281
Ng07353	1268
Ng07354	834
Ng07355	1194
Ng07356	873
Ng07357	330
Ng07358	1425
Ng07359	927
Ng07360	297
Ng07361	563
Ng07362	2661
Ng07363	279
Ng07364	1251
Ng07365	3429
Ng07366	786
Ng07367	672
Ng07368	1691
Ng07369	1538
Ng07370	1929
Ng07371	1464
Ng07372	759
Ng07373	237
Ng07374	1700
Ng07375	1443
Ng07376	528
Ng07377	2098
Ng07378	957
Ng07379	1060
Ng07380	1737
Ng07381	639
Ng07382	972
Ng07383	1287
Ng07384	1356
Ng07385	540
Ng07386	489
Ng07387	354
Ng07388	471
Ng07389	213
Ng07390	1392
Ng07391	1760
Ng07392	2196
Ng07393	204
Ng07394	345
Ng07395	1314
Ng07396	708
Ng07397	450
Ng07398	891
Ng07399	498
Ng07400	3396
Ng07401	309
Ng07402	804
Ng07403	804
Ng07404	3324
Ng07405	1732
Ng07406	444
Ng07407	423
Ng07408	936
Ng07409	1293
Ng07410	573
Ng07411	1236
Ng07412	354
Ng07413	210
Ng07414	3336
Ng07415	3621
Ng07416	1428
Ng07417	423
Ng07418	750
Ng07419	240
Ng07420	873
Ng07421	189
Ng07422	2526
Ng07423	660
Ng07424	1502
Ng07425	1143
Ng07426	1017
Ng07427	7122
Ng07428	2562
Ng07429	763
Ng07430	876
Ng07431	1105
Ng07432	744
Ng07433	453
Ng07434	204
Ng07435	255
Ng07436	2824
Ng07437	1806
Ng07438	427
Ng07439	183
Ng07440	672
Ng07441	3138
Ng07442	369
Ng07443	2922
Ng07444	2167
Ng07445	600
Ng07446	1197
Ng07447	2028
Ng07448	2038
Ng07449	888
Ng07450	1371
Ng07451	483
Ng07452	3141
Ng07453	219
Ng07454	2087
Ng07455	2163
Ng07456	810
Ng07457	1035
Ng07458	849
Ng07459	933
Ng07460	831
Ng07461	249
Ng07462	1773
Ng07463	1404
Ng07464	1999
Ng07465	2373
Ng07466	249
Ng07467	4068
Ng07468	201
Ng07469	1692
Ng07470	1062
Ng07471	600
Ng07472	645
Ng07473	2319
Ng07474	2281
Ng07475	4655
Ng07476	528
Ng07477	1857
Ng07478	1020
Ng07479	1002
Ng07480	1668
Ng07481	1683
Ng07482	1331
Ng07483	675
Ng07484	696
Ng07485	1584
Ng07486	204
Ng07487	1257
Ng07488	1809
Ng07489	747
Ng07490	1167
Ng07491	903
Ng07492	1776
Ng07493	360
Ng07494	6660
Ng07495	309
Ng07496	270
Ng07497	3023
Ng07498	438
Ng07499	756
Ng07500	441
Ng07501	2496
Ng07502	243
Ng07503	1434
Ng07504	498
Ng07505	1452
Ng07506	2223
Ng07507	612
Ng07508	1686
Ng07509	1347
Ng07510	2859
Ng07511	1040
Ng07512	2424
Ng07513	1880
Ng07514	1002
Ng07515	1627
Ng07516	1566
Ng07517	762
Ng07518	1102
Ng07519	924
Ng07520	3929
Ng07521	345
Ng07522	465
Ng07523	153
Ng07524	1795
Ng07525	849
Ng07526	2268
Ng07527	1596
Ng07528	1469
Ng07529	1145
Ng07530	2037
Ng07531	1233
Ng07532	5433
Ng07533	891
Ng07534	603
Ng07535	1821
Ng07536	306
Ng07537	1167
Ng07538	1274
Ng07539	3173
Ng07540	2255
Ng07541	3141
Ng07542	2397
Ng07543	690
Ng07544	1635
Ng07545	249
Ng07546	2652
Ng07547	2071
Ng07548	4332
Ng07549	1089
Ng07550	429
Ng07551	1795
Ng07552	3929
Ng07553	153
Ng07554	465
Ng07555	345
Ng07556	1797
Ng07557	1320
Ng07558	2253
Ng07559	1941
Ng07560	748
Ng07561	1686
Ng07562	1253
Ng07563	2715
Ng07564	804
Ng07565	279
Ng07566	9471
Ng07567	833
Ng07568	2691
Ng07569	3066
Ng07570	2520
Ng07571	884
Ng07572	864
Ng07573	1083
Ng07574	699
Ng07575	462
Ng07576	2550
Ng07577	351
Ng07578	1446
Ng07579	1650
Ng07580	1500
Ng07581	4434
Ng07582	1995
Ng07583	507
Ng07584	1170
Ng07585	1152
Ng07586	999
Ng07587	1149
Ng07588	2505
Ng07589	1341
Ng07590	2475
Ng07591	1848
Ng07592	1770
Ng07593	705
Ng07594	1353
Ng07595	390
Ng07596	2241
Ng07597	3798
Ng07598	5346
Ng07599	321
Ng07600	1509
Ng07601	2034
Ng07602	1560
Ng07603	519
Ng07604	2223
Ng07605	1807
Ng11260	1046
Ng07606	2355
Ng07607	2584
Ng07608	2049
Ng07609	1305
Ng07610	1227
Ng07611	1002
Ng07612	1238
Ng07613	2931
Ng07614	2944
Ng07615	507
Ng07616	2880
Ng07617	1511
Ng07618	2241
Ng07619	1308
Ng07620	975
Ng07621	1213
Ng07622	1338
Ng07623	1362
Ng07624	978
Ng07625	1170
Ng07626	513
Ng07627	1452
Ng07628	1459
Ng07629	291
Ng07630	1323
Ng07631	1105
Ng07632	894
Ng07633	1662
Ng07634	1230
Ng07635	1626
Ng07636	1292
Ng07637	507
Ng07638	1086
Ng07639	425
Ng07640	921
Ng07641	1758
Ng07642	1069
Ng07643	1296
Ng07644	255
Ng07645	1422
Ng07646	1692
Ng07647	1727
Ng07648	504
Ng07649	2177
Ng07650	1182
Ng07651	1607
Ng07652	852
Ng07653	3924
Ng07654	1137
Ng07655	411
Ng07656	2125
Ng07657	1014
Ng07658	591
Ng07659	426
Ng07660	1888
Ng07661	723
Ng07662	666
Ng07663	2613
Ng07664	240
Ng07665	1825
Ng07666	2544
Ng07667	2889
Ng07668	1705
Ng07669	5247
Ng07670	414
Ng07671	366
Ng07672	1620
Ng07673	1314
Ng07674	4356
Ng07675	237
Ng07676	1005
Ng07677	378
Ng07678	1269
Ng07679	2790
Ng07680	1090
Ng07681	681
Ng07682	642
Ng07683	510
Ng07684	2472
Ng07685	3137
Ng07686	933
Ng07687	1149
Ng07688	3620
Ng07689	510
Ng07690	1954
Ng07691	1557
Ng07692	2055
Ng07693	747
Ng07694	918
Ng07695	306
Ng07696	342
Ng07697	544
Ng07698	525
Ng07699	1278
Ng07700	396
Ng07701	381
Ng07702	840
Ng07703	192
Ng07704	282
Ng07705	360
Ng07706	492
Ng07707	1563
Ng11263	2058
Ng07708	255
Ng07709	498
Ng07710	798
Ng07711	954
Ng07712	222
Ng07713	960
Ng07714	303
Ng07715	207
Ng07716	112
Ng07717	1011
Ng07718	1257
Ng07719	897
Ng07720	945
Ng07721	1504
Ng07722	372
Ng07723	255
Ng07724	1998
Ng07725	228
Ng07726	2259
Ng07727	1770
Ng07728	474
Ng06670	390
Ng06671	1539
Ng06672	1437
Ng06673	2331
Ng06674	879
Ng06675	1056
Ng06676	2609
Ng06677	393
Ng06678	402
Ng06679	3675
Ng06680	1695
Ng06681	711
Ng06682	426
Ng06683	606
Ng06684	1397
Ng06685	423
Ng06686	636
Ng06687	1781
Ng06688	669
Ng06689	285
Ng06690	438
Ng06691	330
Ng06692	1774
Ng06693	552
Ng06694	538
Ng06695	2064
Ng06696	294
Ng06697	240
Ng06698	3062
Ng06699	411
Ng06700	1551
Ng06701	1185
Ng06702	180
Ng06703	553
Ng06704	1242
Ng06705	192
Ng06706	357
Ng06707	1170
Ng06708	1153
Ng06709	837
Ng06710	873
Ng06711	1133
Ng06712	1488
Ng06713	1350
Ng06714	897
Ng06715	276
Ng06716	1383
Ng06717	663
Ng06718	336
Ng06719	2050
Ng06720	597
Ng06721	834
Ng06722	579
Ng06723	405
Ng06724	758
Ng06725	1392
Ng06726	496
Ng06727	729
Ng06728	261
Ng06729	2547
Ng06730	210
Ng06731	977
Ng06732	342
Ng06733	612
Ng06734	916
Ng06735	1878
Ng06736	180
Ng06737	1767
Ng06738	813
Ng06739	636
Ng06740	2793
Ng06741	1305
Ng06742	1439
Ng06743	1083
Ng06744	720
Ng06745	306
Ng06746	1218
Ng06747	303
Ng06748	780
Ng06749	597
Ng06750	1353
Ng06751	951
Ng06752	1611
Ng06753	879
Ng06754	1668
Ng06755	1005
Ng06756	365
Ng06757	3582
Ng06758	1812
Ng06759	1065
Ng06760	3532
Ng06761	891
Ng06762	2163
Ng06763	468
Ng06764	390
Ng06765	1715
Ng06766	2535
Ng06767	1977
Ng06768	2390
Ng06769	1227
Ng06770	1947
Ng06771	2441
Ng06772	402
Ng06773	1251
Ng06774	2048
Ng06775	1449
Ng06776	318
Ng06777	3660
Ng06778	204
Ng06779	906
Ng06780	656
Ng06781	1401
Ng06782	1218
Ng06783	3447
Ng06784	720
Ng06785	638
Ng06786	1881
Ng06787	5538
Ng06788	321
Ng06789	5979
Ng06790	816
Ng06791	513
Ng06792	603
Ng06793	2469
Ng06794	2025
Ng06795	1506
Ng06796	963
Ng06797	279
Ng06798	1422
Ng06799	1766
Ng06800	1755
Ng06801	1665
Ng06802	3246
Ng06803	1116
Ng06804	1029
Ng06805	949
Ng06806	2013
Ng06807	3073
Ng06808	769
Ng06809	657
Ng06810	1530
Ng06811	1870
Ng06812	895
Ng06813	2423
Ng06814	1263
Ng06815	2068
Ng06816	789
Ng06817	6732
Ng06818	348
Ng06819	348
Ng06820	348
Ng06821	1362
Ng06822	1566
Ng06823	930
Ng06824	816
Ng06825	1206
Ng06826	450
Ng06827	3132
Ng06828	525
Ng06829	2790
Ng06830	393
Ng06831	1821
Ng06832	2793
Ng06833	1780
Ng06834	4278
Ng06835	73
Ng06836	1326
Ng06837	237
Ng06838	3805
Ng06839	3555
Ng06840	426
Ng06841	366
Ng06842	672
Ng06843	1179
Ng06844	2172
Ng06845	1650
Ng06846	2049
Ng06847	849
Ng06848	2907
Ng06849	2958
Ng06850	2036
Ng06851	261
Ng06852	1576
Ng06853	888
Ng06854	952
Ng06855	984
Ng06856	1200
Ng06857	3303
Ng06858	1770
Ng06859	1325
Ng06860	2589
Ng06861	2547
Ng06862	1005
Ng06863	3006
Ng06864	1838
Ng06865	2286
Ng06866	477
Ng06867	1081
Ng06868	1110
Ng06869	954
Ng06870	843
Ng06871	2022
Ng06872	528
Ng06873	201
Ng06874	801
Ng06875	2112
Ng06876	876
Ng06877	1263
Ng06878	1260
Ng06879	1416
Ng06880	210
Ng06881	2304
Ng06882	2901
Ng06883	1434
Ng06884	1518
Ng06885	1620
Ng06886	2757
Ng06887	1152
Ng06888	549
Ng06889	1314
Ng06890	1870
Ng06891	831
Ng06892	2292
Ng06893	2310
Ng06894	423
Ng06895	954
Ng06896	1833
Ng06897	1407
Ng06898	1321
Ng06899	402
Ng06900	1404
Ng06901	1578
Ng06902	612
Ng06903	7401
Ng06904	1341
Ng06905	450
Ng06906	1413
Ng06907	1116
Ng06908	258
Ng06909	2139
Ng06910	2385
Ng06911	813
Ng06912	399
Ng06913	969
Ng06914	1542
Ng06915	1558
Ng06916	1488
Ng06917	606
Ng06918	1509
Ng06919	2125
Ng06920	993
Ng06921	3350
Ng06922	1593
Ng06923	633
Ng06924	1734
Ng06925	327
Ng06926	2753
Ng06927	1350
Ng06928	666
Ng06929	4014
Ng06930	438
Ng06931	1146
Ng06932	306
Ng06933	3057
Ng06934	1740
Ng06935	1326
Ng06936	867
Ng06937	546
Ng06938	654
Ng06939	1665
Ng06940	2142
Ng06941	2208
Ng06942	1524
Ng06943	201
Ng06944	309
Ng06945	672
Ng06946	324
Ng06947	528
Ng06948	1798
Ng06949	1602
Ng06950	3516
Ng06951	2781
Ng06952	552
Ng06953	522
Ng06954	661
Ng06955	2682
Ng06956	2757
Ng06957	1698
Ng06958	285
Ng06959	651
Ng06960	1158
Ng06961	1380
Ng06962	594
Ng06963	981
Ng06964	1309
Ng06965	216
Ng06966	201
Ng06967	990
Ng06968	2109
Ng06969	1434
Ng06970	816
Ng06971	477
Ng06972	540
Ng06973	228
Ng06974	705
Ng06975	1652
Ng06976	1308
Ng06977	1301
Ng06978	1213
Ng06979	1119
Ng06980	2637
Ng06981	960
Ng06982	924
Ng06983	669
Ng06984	2945
Ng06985	1104
Ng06986	369
Ng06987	885
Ng06988	489
Ng06989	2484
Ng06990	682
Ng06991	1266
Ng06992	1002
Ng06993	516
Ng06994	1597
Ng06995	1050
Ng06996	1269
Ng06997	183
Ng06998	246
Ng06999	384
Ng07000	306
Ng07001	1373
Ng07002	792
Ng07003	663
Ng07004	204
Ng07005	633
Ng07006	711
Ng07007	1626
Ng07008	453
Ng07009	1779
Ng07010	234
Ng07011	3245
Ng07012	750
Ng07013	647
Ng07014	315
Ng07015	1950
Ng07016	3616
Ng07017	402
Ng07018	510
Ng07729	4914
Ng07730	1917
Ng07731	783
Ng07732	1333
Ng07733	1266
Ng07734	519
Ng07735	792
Ng07736	663
Ng07737	1060
Ng07738	249
Ng07739	723
Ng07740	897
Ng07741	258
Ng07742	1527
Ng07743	294
Ng07744	1074
Ng07745	1854
Ng07746	1776
Ng07747	1941
Ng07748	618
Ng07749	555
Ng07750	2868
Ng07751	837
Ng07752	492
Ng07753	402
Ng07754	363
Ng07755	264
Ng07756	2016
Ng07757	477
Ng07758	207
Ng07759	1401
Ng07760	2712
Ng07761	552
Ng07762	3022
Ng07763	1677
Ng07764	1992
Ng07765	441
Ng07766	285
Ng07767	306
Ng07768	198
Ng07769	1704
Ng07770	744
Ng07771	1840
Ng07772	4343
Ng07773	768
Ng07774	2469
Ng07775	1698
Ng07776	1527
Ng07777	1101
Ng07778	1433
Ng07779	2424
Ng07780	183
Ng07781	453
Ng07782	1113
Ng07783	1598
Ng07784	890
Ng07785	875
Ng07786	1482
Ng07787	636
Ng07788	270
Ng07789	1023
Ng07790	618
Ng07791	111
Ng07792	837
Ng07793	771
Ng07794	489
Ng07795	2523
Ng07796	1149
Ng07797	797
Ng07798	2128
Ng07799	4751
Ng07800	1826
Ng07801	1044
Ng07802	309
Ng07803	1501
Ng07804	1173
Ng07805	948
Ng07806	924
Ng07807	1380
Ng07808	1974
Ng07809	516
Ng07810	480
Ng07811	1380
Ng07812	888
Ng07813	2160
Ng07814	333
Ng07815	798
Ng07816	1086
Ng07817	231
Ng07818	1065
Ng07819	785
Ng07820	3321
Ng07821	369
Ng07822	519
Ng07823	1075
Ng07824	1668
Ng07825	696
Ng07826	2089
Ng07827	348
Ng07828	1206
Ng07829	243
Ng07830	2087
Ng07831	2200
Ng07832	474
Ng07833	2571
Ng07834	288
Ng07835	387
Ng07836	1739
Ng07837	744
Ng07838	1095
Ng07839	2548
Ng07840	405
Ng07841	2478
Ng07842	693
Ng07843	2052
Ng07844	2971
Ng07845	492
Ng07846	1791
Ng07847	1055
Ng07848	771
Ng07849	789
Ng07850	1569
Ng07851	669
Ng07852	1578
Ng07853	609
Ng07854	585
Ng07855	3534
Ng07856	1536
Ng07857	2040
Ng07858	1494
Ng07859	1827
Ng07860	1455
Ng07861	1365
Ng07862	1008
Ng07863	1344
Ng07864	2916
Ng07865	645
Ng07866	1593
Ng07867	1953
Ng07868	1413
Ng07869	1434
Ng07870	2275
Ng07871	1179
Ng07872	2820
Ng07873	1452
Ng07874	606
Ng07875	471
Ng07876	381
Ng07877	2693
Ng07878	1489
Ng07879	6738
Ng07880	1773
Ng07881	2097
Ng07882	3954
Ng07883	1847
Ng07884	2061
Ng07885	1569
Ng07886	492
Ng07887	2046
Ng07888	978
Ng07889	984
Ng07890	561
Ng07891	105
Ng07892	2870
Ng07893	5292
Ng07894	1267
Ng07895	1998
Ng07896	1338
Ng07897	1287
Ng07898	3055
Ng07899	1770
Ng07900	312
Ng07901	839
Ng07902	1620
Ng07903	1263
Ng07904	204
Ng07905	411
Ng07906	3309
Ng07907	267
Ng07908	2991
Ng07909	1023
Ng07910	3336
Ng07911	2645
Ng07912	288
Ng07913	1371
Ng07914	2896
Ng07915	351
Ng07916	225
Ng07917	771
Ng07918	552
Ng07919	2754
Ng07920	1716
Ng07921	1314
Ng07922	1329
Ng07923	606
Ng07924	2352
Ng07925	956
Ng07926	1728
Ng07927	399
Ng07928	11322
Ng07929	3558
Ng07930	1032
Ng07931	1425
Ng07932	1835
Ng07933	2175
Ng07934	1056
Ng07935	1012
Ng07936	2104
Ng07937	1765
Ng07938	2358
Ng07939	1008
Ng07940	3065
Ng07941	456
Ng07942	1602
Ng07943	624
Ng07944	1845
Ng07945	591
Ng07946	1044
Ng07947	1665
Ng07948	657
Ng07949	3116
Ng07950	1155
Ng07951	2340
Ng07952	429
Ng07953	1348
Ng07954	294
Ng07955	1449
Ng07956	1953
Ng07957	1011
Ng07958	921
Ng07959	666
Ng07960	2316
Ng07961	270
Ng07962	1146
Ng07963	1112
Ng07964	339
Ng07965	1971
Ng07966	459
Ng07967	1237
Ng07968	1236
Ng07969	1266
Ng07970	3728
Ng07971	930
Ng07972	2178
Ng07973	705
Ng07974	2280
Ng07975	1464
Ng07976	351
Ng07977	1085
Ng07978	1464
Ng07979	1734
Ng07980	4525
Ng07981	2166
Ng07982	1755
Ng07983	1285
Ng07984	288
Ng07985	1677
Ng07986	3681
Ng07987	1303
Ng07988	1071
Ng07989	2443
Ng07990	630
Ng07991	6738
Ng07992	273
Ng07993	1197
Ng07994	1041
Ng07995	1272
Ng07996	1545
Ng07997	1666
Ng07998	1317
Ng07999	1480
Ng08000	1047
Ng08001	3489
Ng08002	4767
Ng08003	2154
Ng08004	513
Ng08005	627
Ng08006	981
Ng08007	1062
Ng08008	2471
Ng08009	1827
Ng08010	507
Ng08011	1329
Ng08012	1329
Ng08013	3610
Ng08014	1170
Ng08015	873
Ng08016	2571
Ng08017	2185
Ng08018	714
Ng08019	2145
Ng08020	369
Ng08021	3635
Ng08022	1050
Ng08023	414
Ng08024	462
Ng08025	1845
Ng08026	1287
Ng08027	744
Ng08028	737
Ng08029	396
Ng08030	564
Ng08031	2566
Ng08032	834
Ng08033	2527
Ng08034	825
Ng08035	1936
Ng08036	831
Ng08037	204
Ng08038	552
Ng08039	885
Ng08040	1218
Ng08041	3121
Ng08042	750
Ng08043	1808
Ng08044	324
Ng08045	258
Ng08046	2031
Ng08047	2032
Ng08048	1038
Ng08049	1968
Ng08050	390
Ng08051	279
Ng08052	225
Ng08053	2658
Ng08054	2729
Ng08055	180
Ng08056	1428
Ng08057	1296
Ng08058	186
Ng08059	1485
Ng08060	330
Ng08061	864
Ng08062	1796
Ng08063	594
Ng08064	1529
Ng08065	771
Ng08066	1104
Ng08067	3401
Ng08068	213
Ng08069	1629
Ng08070	1122
Ng08071	2478
Ng08072	2559
Ng08344	2367
Ng08345	477
Ng08346	192
Ng08347	201
Ng08348	192
Ng08349	1363
Ng08350	381
Ng08351	435
Ng08352	2619
Ng08353	387
Ng08354	2619
Ng08355	204
Ng08356	882
Ng08357	2275
Ng08358	1695
Ng08359	1170
Ng08360	738
Ng08361	561
Ng08362	1299
Ng08363	453
Ng08364	1050
Ng08365	1272
Ng08366	432
Ng08367	948
Ng08368	732
Ng08369	894
Ng08370	912
Ng08371	192
Ng08372	1195
Ng08373	357
Ng08374	885
Ng08375	2146
Ng08376	918
Ng08377	3861
Ng08378	483
Ng08379	417
Ng08380	381
Ng08381	405
Ng08382	423
Ng08383	600
Ng08384	621
Ng08385	2716
Ng08386	447
Ng08387	2713
Ng08388	921
Ng08389	1131
Ng08390	700
Ng08391	1296
Ng08392	252
Ng08393	5242
Ng08394	534
Ng08395	1101
Ng08396	378
Ng08397	3537
Ng08398	1173
Ng08399	1566
Ng08400	687
Ng08401	1756
Ng08402	4323
Ng08403	453
Ng08404	3003
Ng08405	749
Ng08406	648
Ng08407	4728
Ng08408	2465
Ng08409	621
Ng08410	1806
